ts	zoom_sample	active_profile	zoom_ratio	profile_src	eff_pan	eff_tilt	eff_accel	lead_ms	ap_mode	ap_trk	ap_id	err_x	err_y	cmd_pan	cmd_tilt	base_pan	base_tilt	trk_mode	sel_id	sel_valid	lost	cx	cy	pcx	pcy	vx	vy	motion	score	policy	switch	auto_zoom_box_h	auto_zoom_target_h	auto_zoom_cmd
1785503476.254	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.16574	0.151112	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.41713	0.575556	0.00257423	-0.00462936	0.00529694	0.134071	moving_near_sticky		0.025	0.48	8
1785503476.600	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166064	0.151694	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416862	0.576037	0.00108761	-0.0019559	0.00223796	0.121452	moving_near_sticky		0.025	0.48	8
1785503476.955	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166502	0.148238	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.575	0.416749	0.574119	0.000459517	-0.00489209	0.00491363	0.117918	moving_near_sticky		0.0222222	0.48	8
1785503477.289	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166596	0.152728	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416702	0.576364	0.000194146	-0.000135989	0.000237035	0.0836076	moving_near_sticky		0.025	0.48	8
1785503477.639	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166638	0.15663	-6	6	-6	6	TRACKING	5	True	0/12	0.416667	0.577778	0.416681	0.578315	8.20266e-05	0.0029839	0.00298503	0.11231	moving_near_sticky		0.0222222	0.48	8
1785503477.987	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166654	0.15601	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.577778	0.416673	0.578005	3.46562e-05	0.0012607	0.00126117	0.0764733	moving_near_sticky		0.0222222	0.48	8
1785503478.334	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166832	0.152274	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416584	0.576137	-0.00045797	-0.00139772	0.00147084	0.113656	moving_near_sticky		0.025	0.48	8
1785503478.693	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166736	0.156438	-6	6	-6	6	TRACKING	5	True	0/12	0.416667	0.577778	0.416632	0.578219	-0.000193492	0.00245061	0.00245824	0.109628	moving_near_sticky		0.0222222	0.48	8
1785503479.045	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166696	0.152052	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416652	0.576026	-8.17505e-05	-0.00201608	0.00201774	0.105714	moving_near_sticky		0.025	0.48	8
1785503479.395	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.16668	0.152472	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.41666	0.576236	-3.45396e-05	-0.000851795	0.000852495	0.0944732	moving_near_sticky		0.025	0.48	8
1785503479.750	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166672	0.152648	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416664	0.576324	-1.4593e-05	-0.000359883	0.000360179	0.113428	moving_near_sticky		0.025	0.48	8
1785503480.098	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166668	0.156498	-6	6	-6	6	TRACKING	5	True	0/12	0.416667	0.576389	0.416666	0.576148	-4.00759e-06	-0.00133986	0.00133987	0.0750994	moving_near_sticky		0.0222222	0.48	8
1785503480.449	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166668	0.152464	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.577778	0.416666	0.578222	-1.69321e-06	0.00246745	0.00246745	0.116615	moving_near_sticky		0.025	0.48	8
1785503480.783	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166666	0.152078	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416667	0.576039	-7.15381e-07	-0.00194414	0.00194414	0.0983509	moving_near_sticky		0.025	0.48	8
1785503481.135	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166666	0.152322	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416667	0.576241	-3.02248e-07	-0.000821398	0.000821398	0.0919969	moving_near_sticky		0.025	0.48	8
1785503481.471	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166666	0.15651	-6	6	-6	6	TRACKING	5	True	0/12	0.416667	0.577778	0.416667	0.578255	-1.277e-07	0.0026488	0.0026488	0.07739	moving_near_sticky		0.0194444	0.48	8
1785503481.819	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166666	0.152102	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416667	0.576051	-5.39532e-08	-0.00187722	0.00187722	0.10465	moving_near_sticky		0.025	0.48	8
1785503482.170	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166666	0.152108	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.576389	0.416667	0.576054	-2.27952e-08	-0.00186275	0.00186275	0.0948	moving_near_sticky		0.025	0.48	8
1785503482.518	4	4	0.116	user	32	26	7	142	ACTIVE	TRACKING	5	-0.166666	0.155978	-6	5	-6	5	TRACKING	5	True	0/12	0.416667	0.577778	0.416667	0.577989	-9.63099e-09	0.0011709	0.0011709	0.0888862	moving_near_sticky		0.0222222	0.48	8
1785503482.863	4	4	0.116	user	32	26	7	142	ACTIVE	LOST	5	0	0	0	0	0	0	LOST	5	False	6/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503483.193	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	14/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503483.534	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	23/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503483.863	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	31/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503484.193	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	39/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503484.522	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	48/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503484.853	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	56/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503485.184	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	64/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503485.594	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	74/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503485.924	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	83/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503486.253	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	91/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503486.604	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	100/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503486.933	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	108/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503487.261	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	116/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503487.712	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	127/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503488.075	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	136/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503488.406	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	145/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503488.737	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	153/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503489.070	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	161/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503489.412	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	170/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503489.743	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	178/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503490.175	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	189/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503490.526	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	198/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503490.858	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	206/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503491.187	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	214/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503491.531	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	223/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503491.860	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	231/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503492.190	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	239/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503492.599	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	250/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503492.945	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	258/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503493.275	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	266/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503493.622	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	275/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503493.952	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	283/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503494.296	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	292/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503494.764	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	304/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503495.096	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	312/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503495.430	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	320/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503495.760	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	329/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503496.103	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	337/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503496.449	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	346/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503496.780	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	354/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503497.201	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	365/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503497.533	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	373/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503497.864	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	381/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503498.194	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	389/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503498.539	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	398/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503498.870	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	406/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503499.200	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	415/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503499.613	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	425/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503499.942	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	433/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503500.272	4	4	0.116	user	32	26	7	142	IDLE	LOST	5	0	0	0	0	0	0	LOST	5	False	441/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503500.615	4	4	0.116	user	32	26	7	142	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	3/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503500.964	4	4	0.116	user	32	26	7	142	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	12/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503501.294	4	4	0.116	user	32	26	7	142	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	20/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503501.639	4	4	0.116	user	32	26	7	142	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	29/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503501.969	4	4	0.116	user	32	26	7	142	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	37/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503502.388	4	4	0.116	user	32	26	7	142	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	47/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
1785503502.720	4	4	0.116	user	32	26	7	142	IDLE	IDLE	0	0	0	0	0	0	0	IDLE	0	False	56/12	0.416667	0.577778	0.416667	0.577867	-4.06909e-09	0.000494707	0.000494707	0.0890921	moving_near_sticky		0	0.48	0
